Process,Image Path,Max Temp,Min Temp
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185253.jpeg,38.9,30.8
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185355.jpeg,38.7,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185457.jpeg,39.0,30.6
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185559.jpeg,38.7,26.9
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185701.jpeg,38.5,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185802.jpeg,38.8,30.4
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129185904.jpeg,38.8,30.7
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190006.jpeg,39.0,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190109.jpeg,38.9,30.7
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190211.jpeg,38.8,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190313.jpeg,38.8,30.6
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190415.jpeg,38.9,30.7
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190517.jpeg,38.8,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190619.jpeg,38.8,30.4
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190720.jpeg,38.6,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190822.jpeg,38.8,30.6
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129190924.jpeg,38.8,30.4
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191025.jpeg,38.7,30.4
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191129.jpeg,38.8,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191231.jpeg,38.8,30.6
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191333.jpeg,39.1,30.5
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191435.jpeg,38.8,30.3
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191537.jpeg,38.5,30.2
True,/data/uabcvmsc/shared/newborn/47/29.11.24-30.11.24 (2)/HM20241129191638.jpeg,38.7,30.4
