Process,Image Path,left_hand_temp,right_hand_temp,left_foot_temp,right_foot_temp,torso_updated_temp
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010120531.jpeg,39.36,,,,41.62
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010120633.jpeg,41.15,,,,43.69
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010120734.jpeg,39.58,,,,42.09
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010120835.jpeg,39.52,,,,42.08
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010120936.jpeg,39.71,,,,42.2
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121037.jpeg,39.88,,,,42.39
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121139.jpeg,39.73,,,,42.19
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121240.jpeg,39.52,,,,42.08
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121341.jpeg,39.27,,,,41.76
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121443.jpeg,39.92,,,,41.85
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121544.jpeg,39.66,,,,42.08
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121645.jpeg,39.16,,,,41.58
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121746.jpeg,39.39,,,,41.71
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121848.jpeg,39.29,,,,41.53
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010121949.jpeg,39.34,,,,41.54
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122050.jpeg,39.89,,,,42.13
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122151.jpeg,39.76,,,,42.02
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122253.jpeg,40.01,,,,42.15
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122354.jpeg,39.26,,,,41.44
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122455.jpeg,39.36,,,,41.46
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122556.jpeg,39.09,,,,41.25
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122657.jpeg,39.45,,,,41.24
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122759.jpeg,39.47,,,,41.13
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010122900.jpeg,39.52,,,,41.33
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123001.jpeg,39.19,,,,41.35
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123102.jpeg,39.06,,,,41.24
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123204.jpeg,39.74,,,,41.44
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123305.jpeg,39.24,,,,41.43
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123406.jpeg,39.07,,,,41.04
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123507.jpeg,39.02,,,,41.03
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123609.jpeg,39.32,,,,41.03
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123710.jpeg,40.87,,,,41.33
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123811.jpeg,39.49,,,,41.22
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010123912.jpeg,39.33,,,,41.42
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124014.jpeg,39.18,,,,41.33
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124115.jpeg,39.43,,,,41.6
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124216.jpeg,39.11,,,,41.21
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124318.jpeg,38.44,,,38.32,41.11
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124419.jpeg,39.0,,,,41.19
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124520.jpeg,39.02,,,,41.2
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124621.jpeg,39.11,,,,41.41
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124723.jpeg,39.13,,,,41.09
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124824.jpeg,39.25,,,,41.08
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010124925.jpeg,38.98,,,,40.79
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010125026.jpeg,39.14,,,,40.78
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010125128.jpeg,39.02,,,,41.0
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010125229.jpeg,38.56,,,,40.79
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010125330.jpeg,38.76,,,,41.09
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010125431.jpeg,,,,,40.66
True,/data/uabcvmsc/shared/newborn/39/10.10.24/HM20241010125533.jpeg,34.13,,,,40.96
