Process,Image Path,Max Temp,Min Temp
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083053.jpeg,40.1,33.1
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083155.jpeg,40.2,33.2
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083256.jpeg,39.9,32.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083358.jpeg,39.9,32.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083500.jpeg,40.0,32.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083602.jpeg,39.9,33.1
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083705.jpeg,40.2,33.1
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083806.jpeg,39.9,32.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128083909.jpeg,40.0,32.8
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084010.jpeg,39.8,32.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084112.jpeg,40.0,32.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084214.jpeg,40.0,33.0
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084315.jpeg,40.2,33.1
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084417.jpeg,40.0,33.0
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084519.jpeg,39.9,30.3
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084621.jpeg,38.4,25.1
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084722.jpeg,38.3,23.4
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084824.jpeg,37.3,22.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128084926.jpeg,35.1,25.8
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085028.jpeg,37.0,28.2
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085129.jpeg,36.8,28.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085231.jpeg,36.7,29.2
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085333.jpeg,36.9,29.3
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085435.jpeg,42.0,25.8
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085537.jpeg,36.5,25.0
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085639.jpeg,36.9,27.6
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085741.jpeg,37.4,29.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085842.jpeg,40.2,31.2
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128085944.jpeg,40.8,32.3
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090046.jpeg,40.7,31.6
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090148.jpeg,40.2,31.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090250.jpeg,39.8,31.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090352.jpeg,39.4,32.5
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090453.jpeg,39.2,32.3
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090555.jpeg,38.9,32.4
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090656.jpeg,38.6,32.5
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090758.jpeg,38.4,33.2
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128090900.jpeg,38.4,33.1
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091001.jpeg,38.6,33.3
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091103.jpeg,38.5,33.3
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091205.jpeg,38.4,33.5
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091307.jpeg,38.5,33.5
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091408.jpeg,38.4,33.5
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091510.jpeg,38.3,33.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091613.jpeg,38.2,32.9
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091715.jpeg,38.1,33.5
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091816.jpeg,38.3,33.6
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128091918.jpeg,38.2,33.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128092020.jpeg,38.3,33.6
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128092122.jpeg,38.3,33.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128092223.jpeg,38.4,33.6
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128092325.jpeg,38.4,33.6
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128092426.jpeg,38.4,33.7
True,/data/uabcvmsc/shared/newborn/47/28.11.24/HM20241128092528.jpeg,38.2,33.6
