Process,Image Path,Max Temp,Min Temp
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111215738.jpeg,40.6,28.8
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111215839.jpeg,41.5,28.8
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111215941.jpeg,41.0,28.8
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220042.jpeg,41.1,28.2
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220143.jpeg,40.6,28.7
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220244.jpeg,40.4,28.1
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220345.jpeg,40.4,28.5
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220447.jpeg,40.9,28.8
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220548.jpeg,40.7,28.3
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220649.jpeg,40.8,28.4
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220750.jpeg,40.8,28.3
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220851.jpeg,41.0,28.6
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111220953.jpeg,40.9,28.3
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221054.jpeg,44.0,35.6
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221155.jpeg,41.2,25.0
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221257.jpeg,40.9,28.7
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221358.jpeg,39.9,28.4
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221459.jpeg,40.4,24.5
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221600.jpeg,40.8,25.4
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221701.jpeg,41.1,26.4
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221803.jpeg,41.2,26.8
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111221904.jpeg,41.6,27.3
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222005.jpeg,41.5,27.1
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222106.jpeg,41.5,27.2
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222208.jpeg,41.7,27.3
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222309.jpeg,42.0,27.7
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222411.jpeg,41.9,27.6
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222512.jpeg,41.4,27.6
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222613.jpeg,41.5,27.8
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222714.jpeg,41.1,27.3
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222816.jpeg,41.2,27.7
True,/data/uabcvmsc/shared/newborn/42/11.11.24-12.11.24/HM20241111222917.jpeg,40.9,27.8
