Process,Image Path,Max Temp,Min Temp
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220161725.jpeg,42.0,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220161827.jpeg,42.0,32.0
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220161928.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162029.jpeg,41.7,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162131.jpeg,42.0,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162232.jpeg,42.0,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162333.jpeg,41.8,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162435.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162536.jpeg,41.5,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162637.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162738.jpeg,42.0,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162839.jpeg,41.6,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220162940.jpeg,41.9,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163042.jpeg,42.1,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163143.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163244.jpeg,41.8,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163345.jpeg,41.9,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163446.jpeg,41.6,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163547.jpeg,42.1,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163648.jpeg,42.0,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163750.jpeg,42.0,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163851.jpeg,42.2,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220163953.jpeg,42.0,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164054.jpeg,42.0,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164155.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164256.jpeg,41.7,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164357.jpeg,41.7,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164459.jpeg,41.3,31.0
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164600.jpeg,41.3,31.0
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164701.jpeg,41.5,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164802.jpeg,41.4,31.0
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220164904.jpeg,41.7,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165005.jpeg,41.8,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165106.jpeg,41.8,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165208.jpeg,42.1,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165309.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165410.jpeg,41.9,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165511.jpeg,41.6,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165613.jpeg,42.1,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165714.jpeg,41.9,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165815.jpeg,41.8,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220165916.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170017.jpeg,41.4,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170118.jpeg,41.9,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170220.jpeg,41.7,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170321.jpeg,41.5,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170422.jpeg,41.6,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170523.jpeg,41.6,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170625.jpeg,41.8,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170726.jpeg,41.5,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170827.jpeg,41.4,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220170929.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171030.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171131.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171233.jpeg,41.5,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171334.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171435.jpeg,41.6,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171536.jpeg,41.8,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171637.jpeg,41.7,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171739.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171840.jpeg,41.5,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220171941.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172043.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172144.jpeg,41.5,29.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172245.jpeg,41.4,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172346.jpeg,41.5,29.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172448.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172549.jpeg,41.3,30.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172650.jpeg,41.2,28.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172752.jpeg,41.7,28.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172853.jpeg,41.9,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220172954.jpeg,42.0,31.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173055.jpeg,41.9,31.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173157.jpeg,41.6,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173258.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173359.jpeg,41.7,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173500.jpeg,41.8,31.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173601.jpeg,41.6,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173703.jpeg,41.9,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173804.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220173905.jpeg,41.9,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174006.jpeg,42.0,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174107.jpeg,41.6,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174209.jpeg,41.8,31.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174310.jpeg,42.0,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174412.jpeg,41.6,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174513.jpeg,41.7,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174614.jpeg,41.7,32.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174715.jpeg,41.8,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174816.jpeg,41.9,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220174918.jpeg,41.9,32.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175019.jpeg,41.6,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175120.jpeg,41.7,31.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175222.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175323.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175424.jpeg,41.5,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175525.jpeg,41.4,30.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175626.jpeg,41.4,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175728.jpeg,41.2,30.8
False,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175829.jpeg,,
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220175930.jpeg,41.8,31.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180032.jpeg,41.8,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180133.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180234.jpeg,41.8,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180335.jpeg,41.4,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180437.jpeg,41.4,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180538.jpeg,41.3,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180639.jpeg,41.6,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180741.jpeg,41.8,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180842.jpeg,41.7,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220180943.jpeg,41.0,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181044.jpeg,41.5,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181145.jpeg,41.2,30.8
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181246.jpeg,41.4,31.0
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181348.jpeg,41.4,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181449.jpeg,41.4,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181551.jpeg,41.8,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181652.jpeg,41.8,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181753.jpeg,41.4,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181854.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220181956.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182057.jpeg,41.8,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182158.jpeg,42.0,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182259.jpeg,42.1,32.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182401.jpeg,41.8,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182502.jpeg,41.7,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182604.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182705.jpeg,41.9,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182806.jpeg,42.0,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220182908.jpeg,41.46,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183009.jpeg,41.4,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183110.jpeg,41.8,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183211.jpeg,41.8,31.0
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183312.jpeg,41.9,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183413.jpeg,41.4,30.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183515.jpeg,42.0,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183616.jpeg,41.8,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183717.jpeg,42.0,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183818.jpeg,41.7,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220183920.jpeg,41.8,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184021.jpeg,42.1,31.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184122.jpeg,42.0,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184223.jpeg,42.0,31.2
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184324.jpeg,41.9,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184426.jpeg,42.0,31.7
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184527.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184629.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184730.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184831.jpeg,41.5,30.9
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220184932.jpeg,41.8,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185033.jpeg,41.8,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185135.jpeg,41.9,31.3
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185236.jpeg,41.7,31.5
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185338.jpeg,41.8,31.6
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185439.jpeg,42.0,31.4
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185540.jpeg,41.5,31.1
True,/data/uabcvmsc/shared/newborn/54/20.12.24-21.12.24/HM20241220185641.jpeg,41.7,31.2
