Process,Image Path,Max Temp,Min Temp
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221091834.jpeg,41.0,30.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221091935.jpeg,41.3,30.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092036.jpeg,41.0,30.2
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092138.jpeg,41.4,30.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092239.jpeg,41.6,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092340.jpeg,41.4,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092442.jpeg,41.5,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092543.jpeg,41.0,30.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092644.jpeg,41.7,30.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092746.jpeg,44.0,32.4
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092847.jpeg,43.4,30.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221092949.jpeg,41.7,30.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093050.jpeg,41.9,32.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093151.jpeg,42.2,30.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093252.jpeg,41.9,33.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093354.jpeg,37.9,28.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093455.jpeg,37.5,28.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093556.jpeg,40.4,30.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093658.jpeg,40.6,32.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093759.jpeg,40.6,32.2
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221093900.jpeg,40.8,33.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094002.jpeg,41.2,31.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094103.jpeg,40.9,30.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094204.jpeg,40.8,31.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094305.jpeg,41.0,33.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094407.jpeg,41.2,31.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094508.jpeg,41.7,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094609.jpeg,41.1,31.2
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094710.jpeg,40.6,31.0
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094812.jpeg,39.9,30.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221094913.jpeg,39.7,30.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095014.jpeg,39.6,30.0
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095116.jpeg,40.5,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095217.jpeg,40.4,31.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095318.jpeg,40.3,31.2
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095419.jpeg,40.1,30.8
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095521.jpeg,40.2,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095622.jpeg,40.5,31.4
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095723.jpeg,40.5,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095825.jpeg,40.2,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221095926.jpeg,40.2,31.0
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100027.jpeg,40.6,31.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100129.jpeg,40.6,31.7
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100230.jpeg,40.6,31.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100331.jpeg,40.5,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100432.jpeg,40.8,31.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100534.jpeg,40.7,31.8
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100635.jpeg,40.6,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100736.jpeg,40.9,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100838.jpeg,40.6,31.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221100939.jpeg,40.9,31.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101040.jpeg,40.6,31.4
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101142.jpeg,40.7,31.5
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101243.jpeg,40.4,31.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101345.jpeg,40.6,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101446.jpeg,40.4,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101547.jpeg,40.5,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101649.jpeg,40.5,31.0
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101750.jpeg,40.4,31.0
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101851.jpeg,40.4,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221101953.jpeg,40.3,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102054.jpeg,40.5,31.2
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102155.jpeg,40.8,30.8
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102256.jpeg,40.9,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102358.jpeg,40.8,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102459.jpeg,40.6,30.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102600.jpeg,40.6,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102701.jpeg,40.8,30.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102803.jpeg,40.5,30.4
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221102905.jpeg,40.8,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103006.jpeg,40.6,30.8
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103107.jpeg,41.1,31.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103209.jpeg,41.1,31.3
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103310.jpeg,41.0,30.9
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103411.jpeg,40.9,31.2
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103512.jpeg,40.7,30.8
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103614.jpeg,40.8,30.6
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103715.jpeg,40.8,31.0
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103816.jpeg,40.9,31.1
True,/data/uabcvmsc/shared/newborn/54/21.12.24 (1)/HM20241221103918.jpeg,40.9,30.9
